id,contract_id,bank,summa,loan_summa,claim_date,claim_id,contract_date
2925211,,063,,,07.02.2024,554447788,
2925211,,063,,,07.02.2024,554447833,
2925211,,063,,,07.02.2024,554447871,
2925211,,063,,,13.02.2024,554498885,
2925213,522530,003,500000000,0,13.02.2020,609965,17.02.2020
2925213,,014,,,28.08.2020,F00013731,
2925213,,014,,,08.10.2020,F00021301,
2925213,,014,,,25.11.2020,F00037907,
2925213,,053,,,09.12.2020,34852,
2925213,35163,053,510000000,0,15.12.2020,35163,21.12.2020
2925213,,014,,,26.01.2021,F00058018,
2925213,,014,,,08.07.2021,F00125905,
2925213,,062,,,12.07.2021,1535899,
2925213,,062,,,19.07.2021,1573562,
2925213,,009,,,07.07.2022,1296934,
2925213,,062,,,05.10.2022,5554725,
2925213,,014,,,22.11.2022,F00551424,
2925213,,063,,,23.11.2022,551830909,
2925213,,062,,,23.11.2022,6020431,
2925213,500873,055,500000000,0,09.12.2022,451262,12.12.2022
2925213,,014,,,05.01.2023,F00612689,
2925213,,014,,,08.02.2023,F00661674,
2925213,,014,,,31.05.2023,F00895512,
2925213,,062,,,08.06.2023,13497747,
2925213,,014,,,10.07.2023,F00081453,
2925213,,062,,,10.07.2023,13844974,
2925213,,014,,,08.08.2023,F01099265,
2925213,,014,,,14.08.2023,F00081469,
2925213,,014,,,12.09.2023,F01208844,
2925213,,014,,,18.09.2023,F00081484,
2925213,,014,,,13.10.2023,F01299305,
2925213,,014,,,14.11.2023,F01390677,
2925213,,014,,,20.11.2023,F00081529,
2925213,,063,,,12.12.2023,553916385,
2925213,,063,,,12.12.2023,553916471,
2925213,,063,,,12.12.2023,553917055,
2925213,,063,,,12.12.2023,553917253,
2925213,,063,,,12.12.2023,553918199,
2925213,,063,,,12.12.2023,553919210,
2925213,,063,,,12.12.2023,553919292,
2925213,,063,,,13.12.2023,553924738,
2925213,,063,,,13.12.2023,553925254,
2925213,,014,,,15.12.2023,F01488566,
2925213,,063,,,15.12.2023,553937368,
2925213,,063,,,15.12.2023,553937470,
2925213,,063,,,15.12.2023,553937495,
2925213,,063,,,15.12.2023,553937498,
2925213,,063,,,15.12.2023,553939870,
2925213,,063,,,15.12.2023,553941910,
2925213,,063,,,18.12.2023,553966065,
2925213,,063,,,18.12.2023,553966377,
2925213,,063,,,18.12.2023,553966818,
2925213,,063,,,18.12.2023,553967280,
2925213,,063,,,19.12.2023,553980562,
2925213,,063,,,20.12.2023,553985013,
2925213,,063,,,20.12.2023,553985222,
2925213,,063,,,22.12.2023,554005943,
2925213,,063,,,22.12.2023,554007321,
2925213,,063,,,25.12.2023,554032488,
2925213,,063,,,25.12.2023,554033101,
2925213,,063,,,26.12.2023,500010296,
2925213,,063,,,26.12.2023,554042327,
2925213,,063,,,28.12.2023,554064172,
2925213,,063,,,28.12.2023,554064222,
2925213,,063,,,03.01.2024,554123383,
2925213,,063,,,04.01.2024,554123495,
2925213,,063,,,04.01.2024,554123717,
2925213,,063,,,04.01.2024,554123737,
2925213,,063,,,04.01.2024,554123860,
2925213,,063,,,08.01.2024,500010398,
2925213,,063,,,08.01.2024,500010399,
2925213,,063,,,08.01.2024,500010400,
2925213,,063,,,09.01.2024,500010418,
2925213,,063,,,11.01.2024,500010455,
2925213,,063,,,12.01.2024,500010469,
2925213,,063,,,15.01.2024,500010508,
2925213,,063,,,15.01.2024,500010509,
2925213,,063,,,16.01.2024,554231454,
2925213,,014,,,17.01.2024,F01602545,
2925213,,063,,,17.01.2024,500010530,
2925213,,063,,,31.01.2024,554379703,
2925213,,063,,,07.02.2024,554447670,
2925213,,063,,,07.02.2024,554447788,
2925213,,063,,,07.02.2024,554447833,
2925213,,063,,,07.02.2024,554447871,
2925213,,063,,,13.02.2024,554498885,
2925215,522530,003,500000000,0,13.02.2020,609965,17.02.2020
2925215,,014,,,28.08.2020,F00013731,
2925215,,014,,,08.10.2020,F00021301,
2925215,,014,,,25.11.2020,F00037907,
2925215,,053,,,09.12.2020,34852,
2925215,35163,053,510000000,0,15.12.2020,35163,21.12.2020
2925215,,014,,,26.01.2021,F00058018,
2925215,,014,,,08.07.2021,F00125905,
2925215,,062,,,12.07.2021,1535899,
2925215,,062,,,19.07.2021,1573562,
2925215,,009,,,07.07.2022,1296934,
2925215,,062,,,05.10.2022,5554725,
2925215,,014,,,22.11.2022,F00551424,
2925215,,063,,,23.11.2022,551830909,
2925215,,062,,,23.11.2022,6020431,
2925215,500873,055,500000000,0,09.12.2022,451262,12.12.2022
2925215,,014,,,05.01.2023,F00612689,
2925215,,014,,,08.02.2023,F00661674,
2925215,,014,,,31.05.2023,F00895512,
2925215,,062,,,08.06.2023,13497747,
2925215,,014,,,10.07.2023,F00081453,
2925215,,062,,,10.07.2023,13844974,
2925215,,014,,,08.08.2023,F01099265,
2925215,,014,,,14.08.2023,F00081469,
2925215,,014,,,12.09.2023,F01208844,
2925215,,014,,,18.09.2023,F00081484,
2925215,,014,,,13.10.2023,F01299305,
2925215,,014,,,14.11.2023,F01390677,
2925215,,014,,,20.11.2023,F00081529,
2925215,,063,,,12.12.2023,553916385,
2925215,,063,,,12.12.2023,553916471,
2925215,,063,,,12.12.2023,553917055,
2925215,,063,,,12.12.2023,553917253,
2925215,,063,,,12.12.2023,553918199,
2925215,,063,,,12.12.2023,553919210,
2925215,,063,,,12.12.2023,553919292,
2925215,,063,,,13.12.2023,553924738,
2925215,,063,,,13.12.2023,553925254,
2925215,,014,,,15.12.2023,F01488566,
2925215,,063,,,15.12.2023,553937368,
2925215,,063,,,15.12.2023,553937470,
2925215,,063,,,15.12.2023,553937495,
2925215,,063,,,15.12.2023,553937498,
2925215,,063,,,15.12.2023,553939870,
2925215,,063,,,15.12.2023,553941910,
2925215,,063,,,18.12.2023,553966065,
2925215,,063,,,18.12.2023,553966377,
2925215,,063,,,18.12.2023,553966818,
2925215,,063,,,18.12.2023,553967280,
2925215,,063,,,19.12.2023,553980562,
2925215,,063,,,20.12.2023,553985013,
2925215,,063,,,20.12.2023,553985222,
2925215,,063,,,22.12.2023,554005943,
2925215,,063,,,22.12.2023,554007321,
2925215,,063,,,25.12.2023,554032488,
2925215,,063,,,25.12.2023,554033101,
2925215,,063,,,26.12.2023,500010296,
2925215,,063,,,26.12.2023,554042327,
2925215,,063,,,28.12.2023,554064172,
2925215,,063,,,28.12.2023,554064222,
2925215,,063,,,03.01.2024,554123383,
2925215,,063,,,04.01.2024,554123495,
2925215,,063,,,04.01.2024,554123717,
2925215,,063,,,04.01.2024,554123737,
2925215,,063,,,04.01.2024,554123860,
2925215,,063,,,08.01.2024,500010398,
2925215,,063,,,08.01.2024,500010399,
2925215,,063,,,08.01.2024,500010400,
2925215,,063,,,09.01.2024,500010418,
2925215,,063,,,11.01.2024,500010455,
2925215,,063,,,12.01.2024,500010469,
2925215,,063,,,15.01.2024,500010508,
2925215,,063,,,15.01.2024,500010509,
2925215,,063,,,16.01.2024,554231454,
2925215,,014,,,17.01.2024,F01602545,
2925215,,063,,,17.01.2024,500010530,
2925215,,063,,,31.01.2024,554379703,
2925215,,063,,,07.02.2024,554447670,
2925215,,063,,,07.02.2024,554447788,
2925215,,063,,,07.02.2024,554447833,
2925215,,063,,,07.02.2024,554447871,
2925215,,063,,,13.02.2024,554498885,
2925216,522530,003,500000000,0,13.02.2020,609965,17.02.2020
2925216,,014,,,28.08.2020,F00013731,
2925216,,014,,,08.10.2020,F00021301,
2925216,,014,,,25.11.2020,F00037907,
2925216,,053,,,09.12.2020,34852,
2925216,35163,053,510000000,0,15.12.2020,35163,21.12.2020
2925216,,014,,,26.01.2021,F00058018,
2925216,,014,,,08.07.2021,F00125905,
2925216,,062,,,12.07.2021,1535899,
2925216,,062,,,19.07.2021,1573562,
2925216,,009,,,07.07.2022,1296934,
2925216,,062,,,05.10.2022,5554725,
2925216,,014,,,22.11.2022,F00551424,
2925216,,063,,,23.11.2022,551830909,
2925216,,062,,,23.11.2022,6020431,
2925216,500873,055,500000000,0,09.12.2022,451262,12.12.2022
2925216,,014,,,05.01.2023,F00612689,
2925216,,014,,,08.02.2023,F00661674,
2925216,,014,,,31.05.2023,F00895512,
2925216,,062,,,08.06.2023,13497747,
2925216,,014,,,10.07.2023,F00081453,
2925216,,062,,,10.07.2023,13844974,
2925216,,014,,,08.08.2023,F01099265,
2925216,,014,,,14.08.2023,F00081469,
2925216,,014,,,12.09.2023,F01208844,
2925216,,014,,,18.09.2023,F00081484,
2925216,,014,,,13.10.2023,F01299305,
2925216,,014,,,14.11.2023,F01390677,
2925216,,014,,,20.11.2023,F00081529,
2925216,,063,,,12.12.2023,553916385,
2925216,,063,,,12.12.2023,553916471,
2925216,,063,,,12.12.2023,553917055,
2925216,,063,,,12.12.2023,553917253,
2925216,,063,,,12.12.2023,553918199,
2925216,,063,,,12.12.2023,553919210,
2925216,,063,,,12.12.2023,553919292,
2925216,,063,,,13.12.2023,553924738,
2925216,,063,,,13.12.2023,553925254,
2925216,,014,,,15.12.2023,F01488566,
2925216,,063,,,15.12.2023,553937368,
2925216,,063,,,15.12.2023,553937470,
2925216,,063,,,15.12.2023,553937495,
2925216,,063,,,15.12.2023,553937498,
2925216,,063,,,15.12.2023,553939870,
2925216,,063,,,15.12.2023,553941910,
2925216,,063,,,18.12.2023,553966065,
2925216,,063,,,18.12.2023,553966377,
2925216,,063,,,18.12.2023,553966818,
2925216,,063,,,18.12.2023,553967280,
2925216,,063,,,19.12.2023,553980562,
2925216,,063,,,20.12.2023,553985013,
2925216,,063,,,20.12.2023,553985222,
2925216,,063,,,22.12.2023,554005943,
2925216,,063,,,22.12.2023,554007321,
2925216,,063,,,25.12.2023,554032488,
2925216,,063,,,25.12.2023,554033101,
2925216,,063,,,26.12.2023,500010296,
2925216,,063,,,26.12.2023,554042327,
2925216,,063,,,28.12.2023,554064172,
2925216,,063,,,28.12.2023,554064222,
2925216,,063,,,03.01.2024,554123383,
2925216,,063,,,04.01.2024,554123495,
2925216,,063,,,04.01.2024,554123717,
2925216,,063,,,04.01.2024,554123737,
2925216,,063,,,04.01.2024,554123860,
2925216,,063,,,08.01.2024,500010398,
2925216,,063,,,08.01.2024,500010399,
2925216,,063,,,08.01.2024,500010400,
2925216,,063,,,09.01.2024,500010418,
2925216,,063,,,11.01.2024,500010455,
2925216,,063,,,12.01.2024,500010469,
2925216,,063,,,15.01.2024,500010508,
2925216,,063,,,15.01.2024,500010509,
2925216,,063,,,16.01.2024,554231454,
2925216,,014,,,17.01.2024,F01602545,
2925216,,063,,,17.01.2024,500010530,
2925216,,063,,,31.01.2024,554379703,
2925216,,063,,,07.02.2024,554447670,
2925216,,063,,,07.02.2024,554447788,
2925216,,063,,,07.02.2024,554447833,
2925216,,063,,,07.02.2024,554447871,
2925216,,063,,,13.02.2024,554498885,
2925218,,062,,,22.09.2021,1991749,
2925218,,062,,,23.09.2021,1998201,
2925218,,062,,,31.10.2022,5788937,
2925218,,062,,,02.02.2024,17233201,
2925218,,MKO,,,02.02.2024,40873100000000,
2925218,,002,,,05.02.2024,NBU_PS226307-H,
2925218,,002,,,05.02.2024,NBU_PS226307-J,
2925218,,062,,,05.02.2024,17234819,
2925218,,062,,,05.02.2024,17234908,
2925218,,013,,,06.02.2024,2654941,
2925218,,014,,,08.02.2024,F01678851,
2925218,,004,,,08.02.2024,73201,
2925218,,004,,,08.02.2024,73205,
2925218,,004,,,08.02.2024,73207,
2925218,,053,,,09.02.2024,273724,
2925218,,063,,,12.02.2024,554491358,
2925218,ac543274a1527329,,206544000,99995700,30.04.2023,ac543274a1527329,30.04.2023
2925220,,062,,,22.09.2021,1991749,
2925220,,062,,,23.09.2021,1998201,
2925220,,062,,,31.10.2022,5788937,
2925220,,062,,,02.02.2024,17233201,
2925220,,MKO,,,02.02.2024,40873100000000,
2925220,,002,,,05.02.2024,NBU_PS226307-H,
2925220,,002,,,05.02.2024,NBU_PS226307-J,
2925220,,062,,,05.02.2024,17234819,
2925220,,062,,,05.02.2024,17234908,
2925220,,013,,,06.02.2024,2654941,
2925220,,014,,,08.02.2024,F01678851,
2925220,,004,,,08.02.2024,73201,
2925220,,004,,,08.02.2024,73205,
2925220,,004,,,08.02.2024,73207,
2925220,,053,,,09.02.2024,273724,
2925220,,063,,,12.02.2024,554491358,
2925220,ac543274a1527329,,206544000,99995700,30.04.2023,ac543274a1527329,30.04.2023
2925222,,062,,,22.09.2021,1991749,
2925222,,062,,,23.09.2021,1998201,
2925222,,062,,,31.10.2022,5788937,
2925222,,062,,,02.02.2024,17233201,
2925222,,MKO,,,02.02.2024,40873100000000,
2925222,,002,,,05.02.2024,NBU_PS226307-H,
2925222,,002,,,05.02.2024,NBU_PS226307-J,
2925222,,062,,,05.02.2024,17234819,
2925222,,062,,,05.02.2024,17234908,
2925222,,013,,,06.02.2024,2654941,
2925222,,014,,,08.02.2024,F01678851,
2925222,,004,,,08.02.2024,73201,
2925222,,004,,,08.02.2024,73205,
2925222,,004,,,08.02.2024,73207,
2925222,,053,,,09.02.2024,273724,
2925222,,063,,,12.02.2024,554491358,
2925222,ac543274a1527329,,206544000,99995700,30.04.2023,ac543274a1527329,30.04.2023
2925224,,062,,,22.09.2021,1991749,
2925224,,062,,,23.09.2021,1998201,
2925224,,062,,,31.10.2022,5788937,
2925224,,062,,,02.02.2024,17233201,
2925224,,MKO,,,02.02.2024,40873100000000,
2925224,,002,,,05.02.2024,NBU_PS226307-H,
2925224,,002,,,05.02.2024,NBU_PS226307-J,
2925224,,062,,,05.02.2024,17234819,
2925224,,062,,,05.02.2024,17234908,
2925224,,013,,,06.02.2024,2654941,
2925224,,014,,,08.02.2024,F01678851,
2925224,,004,,,08.02.2024,73201,
2925224,,004,,,08.02.2024,73205,
2925224,,004,,,08.02.2024,73207,
2925224,,053,,,09.02.2024,273724,
2925224,,063,,,12.02.2024,554491358,
2925224,ac543274a1527329,,206544000,99995700,30.04.2023,ac543274a1527329,30.04.2023
2925227,,062,,,22.09.2021,1991749,
2925227,,062,,,23.09.2021,1998201,
2925227,,062,,,31.10.2022,5788937,
2925227,,062,,,02.02.2024,17233201,
2925227,,MKO,,,02.02.2024,40873100000000,
2925227,,002,,,05.02.2024,NBU_PS226307-H,
2925227,,002,,,05.02.2024,NBU_PS226307-J,
2925227,,062,,,05.02.2024,17234819,
2925227,,062,,,05.02.2024,17234908,
2925227,,013,,,06.02.2024,2654941,
2925227,,014,,,08.02.2024,F01678851,
2925227,,004,,,08.02.2024,73201,
2925227,,004,,,08.02.2024,73205,
2925227,,004,,,08.02.2024,73207,
2925227,,053,,,09.02.2024,273724,
2925227,,063,,,12.02.2024,554491358,
2925227,ac543274a1527329,,206544000,99995700,30.04.2023,ac543274a1527329,30.04.2023
2925228,,062,,,22.09.2021,1991749,
2925228,,062,,,23.09.2021,1998201,
2925228,,062,,,31.10.2022,5788937,
2925228,,062,,,02.02.2024,17233201,
2925228,,MKO,,,02.02.2024,40873100000000,
2925228,,002,,,05.02.2024,NBU_PS226307-H,
2925228,,002,,,05.02.2024,NBU_PS226307-J,
2925228,,062,,,05.02.2024,17234819,
2925228,,062,,,05.02.2024,17234908,
2925228,,013,,,06.02.2024,2654941,
2925228,,014,,,08.02.2024,F01678851,
2925228,,004,,,08.02.2024,73201,
2925228,,004,,,08.02.2024,73205,
2925228,,004,,,08.02.2024,73207,
2925228,,053,,,09.02.2024,273724,
2925228,,063,,,12.02.2024,554491358,
2925228,ac543274a1527329,,206544000,99995700,30.04.2023,ac543274a1527329,30.04.2023
2925231,,014,,,27.09.2022,F00474493,
2925231,,063,,,27.09.2022,551537687,
2925231,,063,,,28.09.2022,551546208,
2925231,,063,,,30.09.2022,551555457,
2925231,,063,,,05.10.2022,551579758,
2925231,,062,,,05.10.2022,5560809,
2925231,,063,,,07.10.2022,551587871,
2925231,,ORG,,,13.10.2022,1252175,
2925231,,063,,,29.10.2022,551698371,
2925231,,014,,,01.11.2022,F00523423,
2925231,95511,004,2800000000,1826666670,08.11.2022,95511,08.11.2022
2925231,,062,,,21.11.2022,5993683,
2925231,,062,,,24.11.2022,6031834,
2925231,,062,,,20.02.2023,12212466,
2925231,,063,,,28.02.2023,552314539,
2925231,414955,011,500000000,95023559,05.04.2023,2411695,05.04.2023
2925231,,063,,,02.06.2023,552846740,
2925231,,062,,,03.06.2023,13442860,
2925231,,062,,,03.06.2023,13442903,
2925231,,063,,,03.06.2023,552848467,
2925231,,063,,,03.06.2023,552849700,
2925231,552855526,063,700000000,616161522,04.06.2023,552855526,05.06.2023
2925231,,014,,,30.06.2023,F00982443,
2925231,,014,,,02.08.2023,F01081167,
2925231,1403037,MKO,33000000,0,27.08.2023,b85971730b7b505aa66,27.08.2023
2925231,,014,,,30.09.2023,F01263988,
2925231,,014,,,31.10.2023,F01351723,
2925231,,014,,,22.12.2023,F01514648,
2925231,,063,,,22.12.2023,554001390,
2925231,,002,,,24.12.2023,NBU_SL281400#1-H,
2925231,,002,,,24.12.2023,NBU_SL281400#1-J,
2925231,,063,,,27.12.2023,554053582,
2925231,,063,,,28.12.2023,554065454,
2925231,,063,,,19.01.2024,554260409,
2925231,,014,,,13.02.2024,F01693976,
2925231,,063,,,13.02.2024,554500114,
2925231,ac868950a1027621,,43203600,4800400,27.09.2022,ac868950a1027621,27.09.2022
2925232,,014,,,27.09.2022,F00474493,
2925232,,063,,,27.09.2022,551537687,
2925232,,063,,,28.09.2022,551546208,
2925232,,063,,,30.09.2022,551555457,
2925232,,063,,,05.10.2022,551579758,
2925232,,062,,,05.10.2022,5560809,
2925232,,063,,,07.10.2022,551587871,
2925232,,ORG,,,13.10.2022,1252175,
2925232,,063,,,29.10.2022,551698371,
2925232,,014,,,01.11.2022,F00523423,
2925232,95511,004,2800000000,1826666670,08.11.2022,95511,08.11.2022
2925232,,062,,,21.11.2022,5993683,
2925232,,062,,,24.11.2022,6031834,
2925232,,062,,,20.02.2023,12212466,
2925232,,063,,,28.02.2023,552314539,
2925232,414955,011,500000000,95023559,05.04.2023,2411695,05.04.2023
2925232,,063,,,02.06.2023,552846740,
2925232,,062,,,03.06.2023,13442860,
2925232,,062,,,03.06.2023,13442903,
2925232,,063,,,03.06.2023,552848467,
2925232,,063,,,03.06.2023,552849700,
2925232,552855526,063,700000000,616161522,04.06.2023,552855526,05.06.2023
2925232,,014,,,30.06.2023,F00982443,
2925232,,014,,,02.08.2023,F01081167,
2925232,1403037,MKO,33000000,0,27.08.2023,b85971730b7b505aa66,27.08.2023
2925232,,014,,,30.09.2023,F01263988,
2925232,,014,,,31.10.2023,F01351723,
2925232,,014,,,22.12.2023,F01514648,
2925232,,063,,,22.12.2023,554001390,
2925232,,002,,,24.12.2023,NBU_SL281400#1-H,
2925232,,002,,,24.12.2023,NBU_SL281400#1-J,
2925232,,063,,,27.12.2023,554053582,
2925232,,063,,,28.12.2023,554065454,
2925232,,063,,,19.01.2024,554260409,
2925232,,014,,,13.02.2024,F01693976,
2925232,,063,,,13.02.2024,554500114,
2925232,ac868950a1027621,,43203600,4800400,27.09.2022,ac868950a1027621,27.09.2022
2925234,,014,,,12.02.2024,F01692491,
2925234,,063,,,12.02.2024,554495115,
2925234,,063,,,13.02.2024,554500216,
2925236,,014,,,12.02.2024,F01692491,
2925236,,063,,,12.02.2024,554495115,
2925236,,063,,,13.02.2024,554500216,
2925238,,014,,,12.02.2024,F01692491,
2925238,,063,,,12.02.2024,554495115,
2925238,,063,,,13.02.2024,554500216,
2925240,,014,,,12.02.2024,F01692491,
2925240,,063,,,12.02.2024,554495115,
2925240,,063,,,13.02.2024,554500216,
2925243,19795,004,112055200,0,01.06.2020,19795,01.06.2020
2925243,,012,,,14.10.2020,1151093,
2925243,,004,,,09.06.2021,24389,
2925243,,004,,,09.06.2021,24390,
2925243,,004,,,09.06.2021,24391,
2925243,,004,,,09.06.2021,24392,
2925243,,004,,,09.06.2021,24393,
2925243,,004,,,09.06.2021,24394,
2925243,,004,,,09.06.2021,24395,
2925243,,004,,,09.06.2021,24396,
2925243,,004,,,09.06.2021,24397,
2925243,,004,,,09.06.2021,24398,
2925243,,004,,,09.06.2021,24399,
2925243,,004,,,09.06.2021,24401,
2925243,,004,,,09.06.2021,24403,
2925243,,004,,,09.06.2021,24404,
2925243,,004,,,14.06.2021,24643,
2925243,,004,,,14.06.2021,24656,
2925243,,004,,,24.07.2021,25909,
2925243,25910,004,102130400,0,24.07.2021,25910,24.07.2021
2925243,,006,,,27.12.2021,9006xb1124132,
2925243,,051,,,10.02.2022,2200004521,
2925243,,051,,,10.02.2022,2200004524,
2925243,,051,,,14.02.2022,2200005030,
2925243,,051,,,14.02.2022,87655,
2925243,87660,051,500000000,0,14.02.2022,87660,14.02.2022
2925243,,014,,,04.07.2022,F00381217,
2925243,,004,,,11.10.2022,41839,
2925243,41840,004,93808800,0,11.10.2022,41840,11.10.2022
2925243,,014,,,22.10.2022,F00509274,
2925243,,009,,,22.10.2022,1476112,
2925243,,063,,,22.10.2022,551664868,
2925243,,014,,,10.12.2022,F00575936,
2925243,,009,,,14.12.2022,1550350,
2925243,,063,,,14.12.2022,551936902,
2925243,,030,,,14.12.2022,671006,
2925243,,009,,,17.01.2023,1586093,
2925243,,030,,,17.01.2023,703985,
2925243,,004,,,19.01.2023,46918,
2925243,,004,,,19.01.2023,46919,
2925243,,004,,,23.01.2023,47094,
2925243,,004,,,23.01.2023,47099,
2925243,,004,,,23.01.2023,47100,
2925243,,004,,,02.02.2023,47690,
2925243,,004,,,02.02.2023,47691,
2925243,,004,,,02.02.2023,47692,
2925243,,004,,,02.02.2023,47693,
2925243,,004,,,02.02.2023,47694,
2925243,,004,,,02.02.2023,47695,
2925243,,004,,,02.02.2023,47696,
2925243,,004,,,02.02.2023,47697,
2925243,,004,,,02.02.2023,47698,
2925243,,004,,,02.02.2023,47700,
2925243,,004,,,06.02.2023,47849,
2925243,,014,,,08.02.2023,F00662349,
2925243,,009,,,15.02.2023,1616445,
2925243,,030,,,15.02.2023,748047,
2925243,,063,,,25.02.2023,552297228,
2925243,,030,,,07.03.2023,780659,
2925243,,030,,,10.03.2023,786085,
2925243,,002,,,14.03.2023,823194,
2925243,,009,,,28.03.2023,1670260,
2925243,,030,,,28.03.2023,811968,
2925243,,014,,,05.04.2023,F00769288,
2925243,,009,,,05.04.2023,1681540,
2925243,,063,,,05.04.2023,552498331,
2925243,,009,,,26.04.2023,1713849,
2925243,,004,,,15.05.2023,54792,
2925243,,014,,,17.05.2023,F00863976,
2925243,,009,,,17.05.2023,1747248,
2925243,,004,,,17.05.2023,54937,
2925243,,030,,,17.05.2023,879310,
2925243,,004,,,19.05.2023,55025,
2925243,552933635,063,800000000,559300000,17.06.2023,552933635,19.06.2023
2925243,,014,,,22.06.2023,F00962537,
2925243,,030,,,19.07.2023,975231,
2925243,,004,,,09.08.2023,58854,
2925243,,062,,,16.08.2023,14294881,
2925243,,011,,,25.08.2023,2450482,
2925243,,004,,,31.08.2023,60040,
2925243,,004,,,31.08.2023,60064,
2925243,,014,,,02.09.2023,F01175193,
2925243,,009,,,02.09.2023,1950135,
2925243,1510424,MKO,230400000,134400000,08.09.2023,59dbc64de12a825346fa,08.09.2023
2925243,,004,,,09.10.2023,62379,
2925243,,004,,,16.10.2023,62811,
2925243,,030,,,30.10.2023,1123415,
2925243,,004,,,17.11.2023,64660,
2925243,,004,,,23.11.2023,64908,
2925243,,004,,,23.11.2023,64909,
2925243,,006,,,04.12.2023,b1s7a06017,
2925243,,006,,,04.12.2023,36d25a8a68,
2925243,,004,,,04.12.2023,65474,
2925243,,004,,,22.12.2023,66329,
2925243,,004,,,26.01.2024,67116,
2925243,,004,,,07.02.2024,67747,
2925243,,004,,,07.02.2024,67748,
2925243,,004,,,07.02.2024,67750,
2925244,19795,004,112055200,0,01.06.2020,19795,01.06.2020
2925244,,012,,,14.10.2020,1151093,
2925244,,004,,,09.06.2021,24389,
2925244,,004,,,09.06.2021,24390,
2925244,,004,,,09.06.2021,24391,
2925244,,004,,,09.06.2021,24392,
2925244,,004,,,09.06.2021,24393,
2925244,,004,,,09.06.2021,24394,
2925244,,004,,,09.06.2021,24395,
2925244,,004,,,09.06.2021,24396,
2925244,,004,,,09.06.2021,24397,
2925244,,004,,,09.06.2021,24398,
2925244,,004,,,09.06.2021,24399,
2925244,,004,,,09.06.2021,24401,
